date,keyword,tweet_count,tweet_normalized,CL,CR,CL1RT,CL2RT,TBraw_ave,TBpolar_ave,TBneg_ave,TBpos_ave,TBweight_cl2rt,VADERraw_ave,VADERpolar_ave,VADERneg_ave,VADERpos_ave,VADERweight_cl2rt
2009-11-30,PE,241,0.002483051371344969,244,244,247,250,0.06056601257586732,0.2164877946127946,-0.19101430976430978,0.19174202984409394,0.05848473746554656,0.12583692946058087,0.2347983471074379,-0.4550285714285713,0.44050190476190476,0.12607966804979245
2009-12-31,PE,208,0.0021397635972718013,208,211,211,214,0.13284964456839446,0.27095135467980297,-0.2710247507122508,0.27743495670995644,0.14246502918377904,0.0007475961538461634,-0.0009624999999999842,-0.5057304347826088,0.44937051282051255,0.009216826923076927
2010-01-31,PE,368,0.004500097828213657,371,379,382,393,0.07193198973429937,0.18478864734299522,-0.2514520202020201,0.2144079254079254,0.08154853562801921,0.10248994565217388,0.23373090909090902,-0.38376415094339633,0.44317404580152636,0.11108097826086955
2010-02-28,PE,239,0.0028142478657639095,241,252,254,267,0.12205034379459063,0.3741463108650608,-0.14695691037357694,0.26439952344972034,0.13002795815295812,0.1582987447698744,0.26870352112676044,-0.39436666666666675,0.48933620689655166,0.18903849372384932
2010-03-31,PE,282,0.00254760958334839,286,294,298,310,0.1223377454893411,0.2762276785714287,-0.30912698412698414,0.23831924938756346,0.13090748544205988,0.15851737588652465,0.28873422818791916,-0.45948108108108104,0.45369632352941147,0.16752943262411327
2010-04-30,PE,209,0.0017438464747601167,210,217,218,226,0.161877627954183,0.34324016022291903,-0.3018716931216931,0.24204814225509597,0.1785758818533939,0.2139301435406698,0.37529406779661006,-0.42780322580645164,0.6038885416666665,0.23527368421052627
2010-05-31,PE,440,0.002836568525693509,442,459,461,480,0.10600154548734102,0.18132993700066877,-0.3331051898293279,0.28431371131263394,0.11768887331103248,0.19261749999999983,0.3907448888888885,-0.32959305555555557,0.5190545454545447,0.2048438636363635
2010-06-30,PE,365,0.00216522120849004,366,383,384,402,0.11077931862400515,0.27263360398208786,-0.17832181771417877,0.21730463271255598,0.12395491015576124,0.10935205479452045,0.19946857142857136,-0.4123439024390245,0.478738311688311,0.1493695890410957
2010-07-31,PE,350,0.001989438921383058,357,371,378,399,0.04520594250326387,0.047162426614481404,-0.330127060838268,0.20570264355742304,0.053290976516869315,0.1890462857142857,0.3563764705882353,-0.4494975609756097,0.5158268292682922,0.1942002857142857
2010-08-31,PE,464,0.002123890564707713,494,982,1012,1530,0.07621071876917783,0.20762591079555368,-0.27912871051198257,0.23223301634065524,-0.08138221021275988,0.12578922413793106,0.21409260700389118,-0.49221249999999994,0.452514814814814,-0.06951056034482815
2010-09-30,PE,300,0.0020341741253051262,307,331,338,369,0.1175249545978713,0.281562604062604,-0.22647321428571449,0.23698617620743334,0.13271298878590546,0.10907700000000001,0.19862760736196314,-0.4431220338983052,0.47093839999999965,0.12141566666666667
2010-10-31,PE,418,0.0024475074069303104,430,457,469,508,0.09328731673637786,0.3151354778790192,-0.20388152356902398,0.2535989594551847,0.08105645549235851,0.13107320574162673,0.24739406392694058,-0.4072271428571429,0.4601906077348065,0.12597177033492815
2010-11-30,PE,651,0.003687194503757993,658,679,686,714,0.0974635305490724,0.2531216485846117,-0.2145360737658275,0.20815031646777737,0.10658624773630569,0.2096098310291853,0.3610172872340416,-0.3987716417910447,0.4648823361823357,0.21275929339477673
2010-12-31,PE,483,0.002302928008467909,489,520,526,563,0.09913525956971891,0.2813342083812812,-0.17048615666039924,0.21901635819170612,0.11605771915522203,0.14337225672877818,0.25451886792452777,-0.5005583333333333,0.45777826086956486,0.1483567287784677
2011-01-31,PE,776,0.004336140276373065,792,923,939,1086,0.09981571010485361,0.24815471443760911,-0.1845939069393372,0.21752695261316035,0.13261877294979776,0.16565154639175236,0.3370071794871788,-0.3348191489361704,0.43840712328767034,0.2818594072164948
