date,keyword,TBraw,VADERraw,TBstance,VADERstance,TBstanceweight,VADERstanceweight,CR_lognorm,TBraw_log,VADERraw_log,TBstance_log,VADERstance_log,TBstanceweight_log,VADERstanceweight_log,CR_lognorm_log,TBraw_log_stl,VADERraw_log_stl,TBstance_log_stl,VADERstance_log_stl,TBstanceweight_log_stl,VADERstanceweight_log_stl,CR_lognorm_log_stl,TBraw_stl,VADERraw_stl,TBstance_stl,VADERstance_stl,TBstanceweight_stl,VADERstanceweight_stl,CR_lognorm_stl,bart_good_share,bart_bad_share,bart_net_stance,bart_pgood_mean,bart_pbad_mean,vader_std,ew_vader_mean,ew_bart_net_stance,bart_good_share_stl,bart_bad_share_stl,bart_net_stance_stl,bart_pgood_mean_stl,bart_pbad_mean_stl,vader_std_stl,ew_vader_mean_stl,ew_bart_net_stance_stl
2009-01-31,PE,0.0950195258596897,0.1242022720736266,0.1272457043523695,0.1591320678746045,129.30674084155277,498.2559833267929,1.6857888287053195e-05,-28.42995242930264,4.688192028061341,35.3589266781258,65.80292808776775,1.0646558322279258,-0.3359488307114973,71.68289329693829,-1.6507602101299712,-12.314820545938014,5.824260927943344,14.622148505300506,3.62143732496889,1.7906600815829312,97.6631297439925,0.1919039658153886,-0.1245551643402501,338.2961120729232,2240362.837701602,-91.1574084502983,-498.0625760280325,2.5975166091209446e+42,0.4838709677419355,0.4838709677419355,0.0,0.47014559582326443,0.44126256929349994,0.43249160518594976,6.451612903225781e-05,-6.830910864954038e-18,-0.01999355278698782,0.014702258548276018,-0.03497366278272136,-0.013969249085295024,0.011030916958898213,0.10138988531113012,-0.0010541526024477749,-0.02640467695226119
2009-02-28,PE,0.0996282904805632,0.0795278309409888,0.1094089067940742,0.1774572169059011,128.31065919172113,500.6786833267929,9.976866615057169e-06,4.736375938186682,-44.58044278726985,-15.1027595705046,10.899507533307997,-0.7733069377572914,0.4850576981657669,-52.454962025260976,-1.1262334632785789,-9.354897250047507,6.394387098947855,14.389134527721756,3.368241879594551,1.6572413992796078,98.12407660545584,0.3242522673283234,-0.1244731085539673,598.3615854790224,1774686.5690407222,-99.52123265687231,-498.81116082806193,4.118556342728706e+42,0.34782608695652173,0.6086956521739131,-0.26086956521739135,0.33249642444855493,0.5847151972576166,0.4116829172172467,-0.04995217391304349,-0.2608695652173914,-0.013798651828540842,0.009024161924943624,-0.023021617370244357,-0.006925738408602222,0.007176683526343583,-0.006009997928410686,0.0016863643332621844,-0.05472761618686722
2009-03-31,PE,0.0469709785828206,0.001,0.001,0.001,122.06102685646378,489.6227833267929,1.0796896370583952e-05,-75.19162311966792,-437.6107035127844,-469.50923016105565,-517.8729548346655,-4.993320858686567,-2.2329279998323246,7.898964513807787,-0.6430998415510083,-6.606660327774139,6.835294151259136,14.04463863963481,3.1168372031653586,1.525916035903408,98.5662469451726,0.5256604318429045,-0.1232083114762185,929.9870826412074,1257502.83757833,-105.97381418215896,-499.4566285124641,6.408806367170991e+42,0.3157894736842105,0.6666666666666666,-0.3508771929824561,0.3013367257652837,0.6300482436720478,0.43436826782435634,-0.12355964912280702,-0.3508771929824562,-0.014584131476056778,0.017846329458026944,-0.03241826290042232,-0.010095506368378027,0.015204456635801222,0.008126179813286252,0.009237141140407079,-0.04572974291647497
2009-04-30,PE,0.0747909407665504,0.1413450149764655,0.097215989206201,0.2191140350877193,128.1840273293574,502.6168833267929,1.0986188875860174,46.516683086765504,495.1203816283634,457.6935195944262,538.9592302458149,4.894580510986003,2.6192951832493563,1153.0305672420332,-0.2091082590978703,-4.058421625699264,7.1456647828748965,13.587738643682751,2.86858328503771,1.397233297108391,99.00457132291932,0.811307399481802,-0.1072833831017248,1268.4795662815577,796305.6109052203,-110.9366318138704,-500.0119873871684,9.934339753420422e+42,0.6097560975609756,0.36585365853658536,0.24390243902439024,0.5043816749551674,0.3964778029291732,0.29134753350678605,0.16105923843794948,0.16317269205282167,0.04224104871578546,-0.05171296479250487,0.09389674823433877,0.0016907006310726697,-0.010572165284677443,-0.16692209484644294,-0.014472535118905339,0.09215962290137823
2009-05-31,PE,0.052003247436486,0.0300823763955342,0.0666028155788921,0.1526579744816587,122.18421138027333,490.6505833267929,1.8328252703623968e-05,-36.33905975659208,-154.72643178114168,-37.81883433321814,-36.13923443426327,-4.793710962704526,-2.4095984983063032,-1100.112065925568,0.1850762120417779,-1.6349325175318072,7.394628671316316,13.094141268951628,2.6255453996385523,1.2723647354144905,99.40170362258296,1.203310143356123,0.0704058784874759,1627.105759242044,486085.95334041887,-114.73657582787156,-500.48670032632816,1.4777854119199398e+43,0.35294117647058826,0.6397058823529411,-0.28676470588235287,0.36131828395403265,0.5789682427404093,0.36223044199342747,-0.295959371810224,-0.9998600858312532,-0.011690901400312648,0.011922832745008716,-0.023823851944110574,-0.0036335937398548207,0.004779751328922957,-0.0010706465960589745,-0.002247808576137822,-1.1942176358775956
2009-06-30,PE,0.1232854504692595,0.2217446884928857,0.1685779772257833,0.2846085232766956,135.37613530704098,507.9160833267929,1.5419245623574434e-05,86.31962348141626,199.7587169749138,92.86515629873158,62.29146753584696,10.252725638962216,3.458401209392715,-17.282728790990433,0.5529367229458175,0.6936986283727893,7.609909881273733,12.591042271642824,2.389596409732214,1.1529987113813152,99.54899056113666,1.7383505831807908,1.8765435506534769,2017.9814027656532,293913.6826298055,-117.63959082544076,-500.8883056942146,1.7122898398924625e+43,0.5909090909090909,0.4090909090909091,0.18181818181818182,0.5524340395420564,0.3695504090741672,0.42008366212542675,0.10462348484848487,0.18181818181818185,0.004255249735884287,0.002420120617033346,0.0018155249883367586,0.024898877601519133,-0.018067155990406036,-0.0024667753601179416,0.0019970918265759807,-0.00634729619256208
2009-07-31,PE,0.0442255343495422,0.2988743316624895,0.1899599154461831,0.4312862573099415,147.48431900413092,548.6781833267929,2.707771299921477e-05,-102.52000796522708,29.84965213772654,11.941466296762773,41.56574062590884,8.566476661971349,7.719583898468518,56.309454598620064,0.9071640712110272,2.9530320783152075,7.808069806916427,12.09154009123474,2.1646389096020684,1.0415215342017292,99.34681537604628,2.4772871522264466,19.039412741213656,2460.262028221918,178356.3271022388,-119.83722535140188,-501.22245828541577,1.3988582627653557e+43,0.7023809523809523,0.2857142857142857,0.41666666666666663,0.635302989019288,0.27904855931318173,0.42277312431624836,0.23265635340250812,0.22632140905085268,0.020514236495195348,-0.015026884561534143,0.03568976414126185,0.019229361430356903,-0.02065912435316758,0.004359469348520158,0.009698446876164335,0.08837927559748486
2009-08-31,PE,0.0787001239472969,0.1282652725946896,0.1813662040058377,0.4013511989019002,155.7666940191622,564.2350833267928,3.933192758784584e-05,57.63424078609939,-84.59226280787627,-4.629486471597569,-7.193518798690918,5.463747834544344,2.795889644811336,37.3325604889353,1.249553468639103,5.1348676990693765,7.992515960636695,11.59919164041136,1.9535132287953323,0.9404635965332354,98.75318060389148,3.4887847577894497,169.71728850450867,2958.6168367451714,109009.3904454432,-121.49525668144986,-501.4948148348126,7.726119243212054e+42,0.7967289719626168,0.19626168224299065,0.6004672897196262,0.7339632635028754,0.2104590364745992,0.36186975350296346,-0.35539212459914443,0.4124175398820903,0.2916142828157032,-0.28636133183641144,0.5782566735976304,0.22412119515292112,-0.20482804060023962,-0.006412919323425879,-0.014243204087140748,0.6630747028777988
2009-09-30,PE,0.0699191902815443,0.0935685985391494,0.1478147923802746,0.2541381596013379,137.0287294779164,504.0364833267929,2.2354242864904768e-05,-11.830457971730892,-31.540572001707552,-20.45581265812953,-45.69587971685491,-12.81687285757767,-11.282232605959427,-56.50204554681713,1.5827158981012563,7.2096516076830435,8.15660530111301,11.10403075697901,1.7562523005251156,0.8513394548020115,97.76423327945248,4.8681592980533885,1352.2964525491186,3486.216628826025,66438.16408444082,-122.7579861837833,-501.7132005238926,2.873869483259054e+42,0.5907335907335908,0.39768339768339767,0.1930501930501931,0.5286307910108456,0.40405162770308295,0.46954239461002545,-5.744251690443742e-06,0.9998492663121896,0.025651183497040382,-0.024295045317390927,0.0500659145700079,0.01036156175503532,-0.006995725441394141,0.0004336303902631039,0.009256649587363157,1.2316244647158037
2009-10-31,PE,0.1027681292503426,0.1264118230358505,0.1441770343808777,0.2389922959572845,135.97639151495343,500.2048833267929,2.0105225586703887e-05,38.513512756650265,30.085017251172363,-2.4918137371019187,-6.144673765399758,-0.7709329196198519,-0.7630871860326836,-10.603637968442872,1.9124473676921625,9.122562002233876,8.268573323045175,10.568726251742069,1.5599480090788498,0.7677081372482599,96.47249085069856,6.769636330567324,9159.514035702436,3899.2670451133095,38898.84028757615,-123.7901072411737,-501.9011612929366,7.897150813822922e+41,0.5077519379844961,0.4883720930232558,0.019379844961240345,0.4523216069318614,0.4870328531048239,0.4037597766644593,0.7627058216446125,0.9998783476363353,-0.017147531470173866,0.020024230505024637,-0.0370934320354665,-0.01108881552917515,0.010792981770788718,0.004756237335199107,0.8555531208290158,1.2312394205879449
2009-11-30,PE,0.0613294497091765,0.2519827583665045,0.165705674468086,0.3387888250036857,140.8506334499676,524.4494269203307,1.791776908024952,-51.62151312281927,68.98156519756795,13.917121937944232,34.894566125978,3.521871278419344,4.733122053758383,1139.7738610763197,2.248832692808286,10.682530390441665,8.222987286313446,9.884778237315572,1.3473875664115402,0.6830062183722284,95.16463743013136,9.476667195592496,43587.58027844722,3725.5004365465793,19629.038138104963,-124.70131966292575,-502.0761627588039,2.135388542784247e+41,0.6431535269709544,0.35269709543568467,0.29045643153526973,0.5861085009339934,0.35076484757695825,0.3470446197376727,-0.05787614078279553,0.2837915961366649,0.001066469296735685,-0.00032339839347177157,0.0014243657179323077,0.005977400643377012,-0.004264398734826112,-0.004482248274453288,0.010397943394812079,-0.00014064350282216864
2009-12-31,PE,0.1348154755951785,0.1277745006079555,0.203419036703169,0.3170882925134618,146.99529662513646,517.2404121787223,1.791773221385634,78.7646849030248,-67.90936697140113,20.50549024010748,-6.619671780802376,4.27005988698587,-1.384122137361229,-0.0002057534670723,2.4210490925891865,10.942052926473366,7.3832115767140465,8.443220814287084,1.0835585554935423,0.5803330465459318,94.81406990176112,11.25766345328255,56503.09655981105,1608.6332796477411,4643.232519834149,-125.59350405374296,-502.2693499630479,1.5039291083411081e+41,0.6730769230769231,0.3269230769230769,0.3461538461538462,0.6044103020148424,0.3226209168832821,0.43389206097127864,0.39001822608583764,0.4421062082912195,0.004810528681509101,-0.0025641010133509168,0.007427144654428092,-0.007349329601552615,0.0032607650004607205,0.0071228491422071355,0.2850608512751039,0.04256999426841063
2010-01-31,PE,0.0702268129474011,0.2266784166298098,0.1998983199606264,0.3631630546955624,159.93516944969826,544.2333417142122,7.336959631408632,-65.21768070824527,57.32653499550109,-1.7459234607282423,13.567165952457753,8.436795166292043,5.087031155510957,140.97187816813477,1.8521444717761049,8.94306213942696,5.237259231522695,6.044546676500051,0.8754388833160265,0.4967571394710626,94.43501816599888,6.3734726101673695,7654.476099638276,188.03889082148535,421.55228530146246,-126.1487527258644,-502.4125999694925,1.0294548118689006e+41,0.7527173913043478,0.24456521739130435,0.5081521739130435,0.6811676396704887,0.2600512519294052,0.3158537365983784,0.10797924631883914,0.6962701487590622,0.06119076453356399,-0.049123662437024054,0.10966077225903076,0.04537074942712915,-0.03585004065372094,-0.00041577513036247793,-0.012674345998731074,0.42392865942730507
2010-02-28,PE,0.1169830844723548,0.2834695203674422,0.199848609240946,0.4173676831563888,148.79313356466506,543.7763943541546,7.272412314788053,51.02991582613099,22.35722592253774,-0.0248710953382336,13.911564758759424,-7.221156624690741,-0.0839969297656074,-0.883648343872995,1.3301097454678914,7.062657819226312,3.2797229064034163,3.946702892355041,0.7597922258329356,0.4528639072129874,92.0192998458017,3.781458362714872,1167.4196073414896,26.453591248494305,51.51019828729318,-126.41084908915523,-502.4831732029578,9.193357560895543e+39,0.7615062761506276,0.23430962343096234,0.5271966527196652,0.6978478933602696,0.23500775859133968,0.3855896952275109,0.2372011397738119,0.08819802609569427,0.17272398797901228,-0.15083193432349842,0.3227233863150748,0.17767343598395996,-0.17335352179597574,0.0037167301132503745,0.17757825934859553,0.01944087987489053
2010-03-31,PE,0.1158553889104262,0.2880570371825085,0.1917001918664821,0.3602800798638387,148.7283666995557,531.5079291883601,7.336951998729011,-0.96865811148549,1.60539008435057,-4.162747519903837,-14.708583890044435,-0.043537603887387,-2.2820006384497136,0.8835443132666508,0.993615885530182,6.032048982964322,2.1846005953225056,2.894572188656769,0.7107167561930106,0.4542059475312305,85.94492953047374,2.700983282805653,416.44313599708966,8.772279800693742,17.821552733736386,-126.51323142016948,-502.4810610113525,2.115478630418674e+37,0.7304964539007093,0.25886524822695034,0.47163120567375894,0.6415133758923633,0.2911630548332019,0.35803319914483733,0.14099417716011173,-0.31256780106415405,0.16001616314421935,-0.15481279925672486,0.3139530529666139,0.14081595716865536,-0.1374154978882719,-0.023018818899170138,0.1429935723983678,-0.31531665249125657
2010-04-30,PE,0.1626104326850595,0.3431352710133543,0.2068494657890769,0.4153249803613511,147.8510581864213,537.374061614496,5.545188125212547,33.90145906389161,17.496623925227162,7.6058659383989715,14.21795704004237,-0.5916196461623106,1.0976312394044854,-27.999295012739186,0.8713440973547881,5.387181869886832,1.5606747537277113,2.332574624199565,0.7133287293091538,0.476059280995096,75.25527692406729,2.3901212511487664,218.46195186700515,4.647214865982866,10.050223428844738,-126.50790793100722,-502.446264887952,4.818939813955467e+32,0.7033492822966507,0.291866028708134,0.41148325358851673,0.6509070521260669,0.28404989786798124,0.41136531058228537,0.25709777777386555,0.16483600087002373,-0.010547179085860316,0.015529676580578189,-0.026495736543807033,0.023207224684256008,-0.011410925383853965,0.0032218822237875464,0.033702839428071896,-0.05614196092275192
2010-05-31,PE,0.1194150809411731,0.3278426588315448,0.2153344512999916,0.4273174331459717,169.73898042621903,575.6797492175368,11.613623723819998,-30.87518576876305,-4.559095094473391,4.020109659310283,2.846584120600403,13.805644440896865,6.885708655851405,73.9248320698549,0.8426926708206772,4.793264403641849,1.1594871672831415,1.9000466882625435,0.8071728227796551,0.5270322148361695,62.25701204300683,2.3226125954734136,120.57016292373476,3.073479298266581,6.431992567273658,-126.30711934959332,-502.36208560978577,1.0911307372531404e+27,0.7909090909090909,0.19772727272727272,0.5931818181818181,0.7331398311282762,0.20857928067191758,0.3724768721176235,0.158755852981432,0.38545772750494267,0.21233966905877175,-0.2163568779663415,0.4280689001443877,0.19622990875042892,-0.19912578101208475,0.03443853223932475,0.2773894888637881,0.072297661527497
2010-06-30,PE,0.1111652002218348,0.247881905220368,0.1891345203712606,0.3986262302096705,154.37036525323262,554.4361534442795,8.995180559350205,-7.158811382976242,-27.958135048398383,-12.973389701339356,-6.950292873531319,-9.490716356354705,-3.75998575440121,-25.54899274220416,0.7698844192057462,4.055492777241873,0.9610366657939072,1.6817901575140648,0.9398712020923566,0.599638588763555,48.99906446844305,2.159516640711417,57.589036287536125,2.499586838568577,5.120955728907456,-125.98902935793129,-502.2345229416245,1.905563023999528e+21,0.7561643835616438,0.22465753424657534,0.5315068493150685,0.6350660692524063,0.2820184662836055,0.3836822688588833,0.3294542113578687,0.812224168995965,0.023072458579654925,-0.03401440743109159,0.05676553628221334,-0.010592809577747431,0.003355797664577026,-0.0023153715309726444,0.1577449364403455,0.49275404074078955
2010-07-31,PE,0.040653511536138,0.315067387218045,0.2056853767867238,0.4300622493734335,158.09083132847803,563.117960812464,11.36230366468768,-100.59321682770576,23.98340994990807,8.38891942473071,7.59057527365363,2.3815065391095747,1.553747047260965,23.361223961601425,0.5163476193955631,2.850018126716574,0.5353015808886048,1.272023372314924,1.0176957412072378,0.6639391918699745,36.397842384279365,1.6758954499156762,17.163535565006658,1.593144758565864,3.3138507518071374,-125.78186911505986,-502.1135544431155,6417739734076108.0,0.7885714285714286,0.18857142857142858,0.6,0.6959837427948202,0.2304228549450636,0.36851395688471483,0.07427248529808221,0.1830858533096806,-0.016480836250156145,0.009749344127325685,-0.02633353189088164,-0.013943773646329455,0.015201829895726049,-0.010509368793250944,-0.1717730364259899,-0.09116121137484086
2010-08-31,PE,0.0731424057362253,0.2488362638221388,0.1407898726267762,0.3224657054663384,135.1496997113952,523.6677113314598,48.83465436877422,58.73230874743841,-23.59914384667612,-37.90791903601563,-28.7933173252647,-15.678669884280309,-7.263178357278843,145.81390112245052,0.0491962635566447,1.372426202361777,-0.2157415952087003,0.5160501343461491,0.9900329708505043,0.6628778271490666,26.47913936101845,1.0504264909495686,3.820350595510492,0.6911250395376267,1.42118293513603,-125.85735787114147,-502.1156149749242,316041496837.7256,0.6831896551724138,0.30603448275862066,0.37715517241379315,0.6510369143416656,0.284853068066225,0.38261882228474775,-0.06451070979059899,0.042418556094290336,-0.003355650340703741,0.003177495834931307,-0.006508365018187454,-0.003621570351936901,0.0015487797083710043,0.04500525241349755,0.10714319881089879,0.025817028576564094
2010-09-30,PE,0.1132580295861545,0.2277078634085212,0.2080871492316511,0.3743415350877193,155.00537177316352,537.944778175272,8.147878258962503,43.7260358882649,-8.87315986091008,39.06884648711357,14.917178518486793,13.707672209105484,2.689856760711371,-179.06826343076378,-0.4227216337278778,-0.1649430661867078,-1.0663851387488472,-0.4089810134208732,0.9213582327580776,0.609055533286093,20.342202823136564,0.6552610102915026,0.7233823301611814,0.2294321943027933,0.4101128104089747,-126.03598017128658,-502.21728933361663,683134841.3346037,0.6966666666666667,0.29,0.4066666666666667,0.6349841456254944,0.2942221425116683,0.37202062701875105,0.04646362511437382,-0.012957213606767305,-0.00486034550141504,0.004863798010167446,-0.009718384613640267,0.007104009641395835,-0.011208731858506578,-0.05245494845432654,-0.030756843826993112,-0.047658771862982174
2010-10-31,PE,0.0934495317038003,0.256604649122807,0.1853473828657962,0.3840365350877193,156.41849314965572,556.0917180832142,15.938486179532436,-19.224714057902737,11.947306364206227,-11.572516910241877,2.556911539250325,0.9075290846182168,3.317732913064255,67.09791418999629,-0.5600469823186269,-1.4268174221284735,-1.7343683376689023,-1.249877618059401,0.8711969172199322,0.5160111333152294,17.611518024576615,0.5711822277529904,0.1155121056444122,0.0616931657456818,0.0323258269311289,-126.15891157857618,-502.380651697504,44523069.323725134,0.7200956937799043,0.2727272727272727,0.44736842105263164,0.6595342133559607,0.27323856984563705,0.35530605707813817,0.01738524200582548,-0.036941864785547104,0.03877728750295687,-0.03571274382537645,0.07449925499580366,0.07110580395413052,-0.07590396893996118,-0.003911666407648889,-0.008578404450535364,-0.07494183911987629
2010-11-30,PE,0.0980335867363928,0.3369408108182544,0.1842551331515483,0.3893229832823818,173.79734162179355,590.7614542465766,17.851949937776826,4.788861906107047,27.237070918358608,-0.591041914784883,1.3671598812245256,10.535485333151676,6.04790639814396,11.337604353522584,-0.417813835314943,-2.1094577840290603,-2.123633150944708,-1.885470588465404,0.7539678015339568,0.3290284109769947,15.985157137569656,0.6584848036309686,-0.0032559277026498,0.0047778316229193,-0.1024564078534674,-126.42326453821384,-502.66636599138,8755189.231455553,0.706605222734255,0.2872503840245776,0.4193548387096774,0.6316312347372819,0.30591846020897984,0.3324942404985996,0.021902287946225837,0.3454998598148802,0.0028475064965470184,-0.0008497475830625996,0.0037086676242340452,0.0005265457233713695,0.003113943029133214,0.004987835323768647,-0.004516622813858125,0.04445643260708422
