date,Model,Nowcast_A,Actual_A,Difference_A,Overall_RMSE_A,Month_RMSE_A,Quarter_RMSE_A,Year_RMSE_A,Period_RMSE_A,Nowcast_Q,Actual_Q,Difference_Q,Overall_RMSE_Q,Month_RMSE_Q,Quarter_RMSE_Q,Period_RMSE_Q,ForecastQ1,ForecastQ2,ForecastQ3,ForecastQ4
2017-01-31,"DFM(1, 3, 1, 0)",,6.930988359106127,,5.9094363065249915,,6.484043123272574,0.6278405559617567,0.4106610548564962,6.490292988573964,6.374132670872501,0.11616031770146318,9.137313571580087,11.384811938317405,0.10449564399640103,0.5902096988565328,6.490292988573964,6.154433651396076,5.930397201904695,5.915271980167235
2017-02-28,"DFM(1, 3, 1, 0)",6.12897555563352,6.930988359106127,-0.8020128034726071,5.9094363065249915,7.189490905965349,5.695549712349633,0.6278405559617567,0.4106610548564962,6.450381356597841,6.374132670872501,0.07624868572534016,9.137313571580087,7.765991997372282,0.10449564399640103,0.5902096988565328,6.450381356597841,6.155418355261597,5.966265060391498,5.972756892303627
2017-03-31,"DFM(1, 3, 1, 0)",6.056475718377885,6.930988359106127,-0.8745126407282422,5.9094363065249915,7.125046375339677,5.6623806895349675,0.6278405559617567,0.4106610548564962,6.4901108470925175,6.374132670872501,0.1159781762200165,9.137313571580087,7.781190355083218,0.10449564399640103,0.5902096988565328,6.4901108470925175,6.06555381393345,5.872265742243669,5.839742672732771
2017-04-30,"DFM(3, 3, 1, 0)",6.0762641393983685,6.930988359106127,-0.8547242197077587,5.9094363065249915,7.091334399306983,6.484043123272574,0.6278405559617567,0.4106610548564962,6.082667464147244,7.177099324384795,-1.0944318602375507,9.137313571580087,11.384811938317405,1.066237812761834,0.5902096988565328,6.470648432965213,6.082667464147244,5.90662469794522,5.882777591549076
2017-05-31,"DFM(1, 3, 1, 0)",6.069408640991925,6.930988359106127,-0.8615797181142026,5.9094363065249915,5.293699770463942,5.695549712349633,0.6278405559617567,0.4106610548564962,6.0952928307177965,7.177099324384795,-1.0818064936669982,9.137313571580087,7.765991997372282,1.066237812761834,0.5902096988565328,6.44920719647549,6.0952928307177965,5.9012073197528006,5.93287270522128
2017-06-30,"DFM(1, 3, 1, 0)",6.156283495283144,6.930988359106127,-0.7747048638229836,5.9094363065249915,5.298347495711752,5.6623806895349675,0.6278405559617567,0.4106610548564962,6.156069043910064,7.177099324384795,-1.021030280474731,9.137313571580087,7.781190355083218,1.066237812761834,0.5902096988565328,6.398508161041022,6.156069043910064,6.046748261933582,6.0670068350199715
2017-07-31,"DFM(1, 3, 1, 0)",6.066809059746681,6.930988359106127,-0.8641792993594466,5.9094363065249915,5.431759083206806,6.484043123272574,0.6278405559617567,0.4106610548564962,5.900862121184653,7.5315964750689135,-1.630734353884261,9.137313571580087,11.384811938317405,1.0768950621466082,0.5902096988565328,6.448755171306899,6.089864610690621,5.900862121184653,5.928743144188563
2017-08-31,"DFM(1, 3, 1, 0)",6.8356719865805715,6.930988359106127,-0.09531637252555569,5.9094363065249915,6.846569767102967,5.695549712349633,0.6278405559617567,0.4106610548564962,6.891542214807099,7.5315964750689135,-0.6400542602618149,9.137313571580087,7.765991997372282,1.0768950621466082,0.5902096988565328,6.438590375321266,6.181341087768575,6.891542214807099,6.856226087480905
2017-09-30,"DFM(1, 3, 1, 0)",6.83746586963383,6.930988359106127,-0.09352248947229747,5.9094363065249915,6.805828208738909,5.6623806895349675,0.6278405559617567,0.4106610548564962,6.891170885628872,7.5315964750689135,-0.6404255894400412,9.137313571580087,7.781190355083218,1.0768950621466082,0.5902096988565328,6.433014983856598,6.1806629703,6.891170885628872,6.863183272271144
2017-10-31,"DFM(1, 3, 1, 0)",6.837453203658472,6.930988359106127,-0.0935351554476549,5.9094363065249915,6.807159126433062,6.484043123272574,0.6278405559617567,0.4106610548564962,6.8650089323734615,6.641205761074875,0.22380317129858618,9.137313571580087,11.384811938317405,0.6229090118728874,0.5902096988565328,6.435646946283318,6.177418229414905,6.889057916684315,6.8650089323734615
