date,Target,Order,Nowcast,Actual,Difference,Overall RMSE,Month RMSE,Year RMSE,Period RMSE
2017-01-01,2017,"(1, 1, 1, 0)",,6.930988359106127,,7.633873091541203,,0.374704815317641,7.357613292301527
2017-02-01,2017,"(1, 1, 1, 0)",,6.930988359106127,,7.633873091541203,,0.374704815317641,7.357613292301527
2017-03-01,2017,"(1, 1, 1, 0)",6.4873388526036635,6.930988359106127,-0.4436495065024637,7.633873091541203,7.333780471312058,0.374704815317641,7.357613292301527
2017-04-01,2017,"(1, 1, 1, 0)",6.49528135709645,6.930988359106127,-0.4357070020096776,7.633873091541203,7.277513218809196,0.374704815317641,7.357613292301527
2017-05-01,2017,"(1, 1, 1, 0)",6.598499820005088,6.930988359106127,-0.33248853910103904,7.633873091541203,7.269590110942628,0.374704815317641,7.357613292301527
2017-06-01,2017,"(1, 1, 1, 0)",6.397287618388181,6.930988359106127,-0.5337007407179462,7.633873091541203,6.768697872628891,0.374704815317641,7.357613292301527
2017-07-01,2017,"(1, 1, 1, 0)",6.4965381218953455,6.930988359106127,-0.4344502372107817,7.633873091541203,6.627807014535805,0.374704815317641,7.357613292301527
2017-08-01,2017,"(1, 1, 1, 0)",6.382739391948089,6.930988359106127,-0.5482489671580382,7.633873091541203,6.597566898637084,0.374704815317641,7.357613292301527
2017-09-01,2017,"(1, 1, 1, 0)",6.6768311898722565,6.930988359106127,-0.25415716923387066,7.633873091541203,0.7939356013680737,0.374704815317641,7.357613292301527
2017-10-01,2017,"(1, 1, 1, 0)",6.769527568899836,6.930988359106127,-0.16146079020629145,7.633873091541203,1.5826886756332121,0.374704815317641,7.357613292301527
2017-11-01,2017,"(1, 1, 1, 0)",6.747186912465675,6.930988359106127,-0.1838014466404525,7.633873091541203,18.040683425093444,0.374704815317641,7.357613292301527
2017-12-01,2017,"(1, 1, 1, 0)",7.0216196831017985,6.930988359106127,0.09063132399567131,7.633873091541203,1.1652370688949834,0.374704815317641,7.357613292301527
2018-01-01,2018,"(1, 1, 1, 0)",,6.341485548182635,,7.633873091541203,,0.26411620860993656,7.357613292301527
2018-02-01,2018,"(1, 1, 1, 0)",,6.341485548182635,,7.633873091541203,,0.26411620860993656,7.357613292301527
2018-03-01,2018,"(1, 1, 1, 0)",6.781667083003562,6.341485548182635,0.44018153482092703,7.633873091541203,7.333780471312058,0.26411620860993656,7.357613292301527
2018-04-01,2018,"(1, 1, 1, 0)",6.783798019678566,6.341485548182635,0.44231247149593145,7.633873091541203,7.277513218809196,0.26411620860993656,7.357613292301527
2018-05-01,2018,"(1, 1, 1, 0)",6.838740625830431,6.341485548182635,0.49725507764779575,7.633873091541203,7.269590110942628,0.26411620860993656,7.357613292301527
2018-06-01,2018,"(1, 1, 1, 0)",6.458866832571442,6.341485548182635,0.11738128438880668,7.633873091541203,6.768697872628891,0.26411620860993656,7.357613292301527
2018-07-01,2018,"(1, 1, 1, 0)",6.458838021615199,6.341485548182635,0.11735247343256372,7.633873091541203,6.627807014535805,0.26411620860993656,7.357613292301527
2018-08-01,2018,"(1, 1, 1, 0)",6.455641236024157,6.341485548182635,0.11415568784152175,7.633873091541203,6.597566898637084,0.26411620860993656,7.357613292301527
2018-09-01,2018,"(1, 1, 1, 0)",6.423789898823151,6.341485548182635,0.08230435064051633,7.633873091541203,0.7939356013680737,0.26411620860993656,7.357613292301527
2018-10-01,2018,"(1, 1, 1, 0)",6.423797812493026,6.341485548182635,0.08231226431039129,7.633873091541203,1.5826886756332121,0.26411620860993656,7.357613292301527
2018-11-01,2018,"(1, 1, 1, 0)",6.423798678454329,6.341485548182635,0.08231313027169396,7.633873091541203,18.040683425093444,0.26411620860993656,7.357613292301527
2018-12-01,2018,"(1, 1, 1, 0)",6.343663116264375,6.341485548182635,0.002177568081740411,7.633873091541203,1.1652370688949834,0.26411620860993656,7.357613292301527
2019-01-01,2019,"(1, 1, 1, 0)",,6.118525685547538,,7.633873091541203,,12.73551172929002,7.357613292301527
2019-02-01,2019,"(1, 1, 1, 0)",,6.118525685547538,,7.633873091541203,,12.73551172929002,7.357613292301527
2019-03-01,2019,"(1, 1, 1, 0)",6.335006179501712,6.118525685547538,0.21648049395417424,7.633873091541203,7.333780471312058,12.73551172929002,7.357613292301527
2019-04-01,2019,"(1, 1, 1, 0)",6.354328325356051,6.118525685547538,0.23580263980851335,7.633873091541203,7.277513218809196,12.73551172929002,7.357613292301527
2019-05-01,2019,"(1, 1, 1, 0)",6.361977449056111,6.118525685547538,0.24345176350857312,7.633873091541203,7.269590110942628,12.73551172929002,7.357613292301527
2019-06-01,2019,"(1, 1, 1, 0)",6.064097618487874,6.118525685547538,-0.05442806705966419,7.633873091541203,6.768697872628891,12.73551172929002,7.357613292301527
2019-07-01,2019,"(1, 1, 1, 0)",6.192165176471676,6.118525685547538,0.0736394909241378,7.633873091541203,6.627807014535805,12.73551172929002,7.357613292301527
